file_name	seed	formula_x	formula_y
2020-12-12-20-50_seed_5520.png	5520	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^3 - cos(x_i^3)
2020-12-12-20-50_seed_5249.png	5249	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^3 - cos(x_i^3)
2020-12-12-20-51_seed_69.png	69	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^3 - cos(x_i^3)
2020-12-12-20-51_seed_1019.png	1019	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^3 - cos(x_i^3)
2020-12-12-20-52_seed_9717.png	9717	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^3 - cos(x_i^3)
2020-12-12-20-52_seed_9664.png	9664	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^3 - cos(x_i^3)
2020-12-12-20-53_seed_8918.png	8918	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^3 - cos(x_i^3)
2020-12-12-20-53_seed_7392.png	7392	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^3 - cos(x_i^3)
2020-12-12-20-54_seed_580.png	580	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^3 - cos(x_i^3)
2020-12-12-20-54_seed_9635.png	9635	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^3 - cos(x_i^3)
2020-12-13-00-20_seed_5206.png	5206	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-22_seed_9772.png	9772	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-22_seed_9634.png	9634	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-22_seed_3318.png	3318	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-23_seed_6572.png	6572	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-23_seed_6243.png	6243	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-24_seed_1382.png	1382	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-24_seed_286.png	286	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-25_seed_8010.png	8010	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-25_seed_8383.png	8383	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-25_seed_3383.png	3383	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-26_seed_1720.png	1720	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-26_seed_2730.png	2730	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-27_seed_8343.png	8343	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-27_seed_3325.png	3325	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-27_seed_5282.png	5282	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-28_seed_4516.png	4516	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-28_seed_5302.png	5302	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-29_seed_6508.png	6508	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-29_seed_8711.png	8711	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-29_seed_7931.png	7931	runif(1, -1, 1) * x_i^2 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-44_seed_4013.png	4013	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-44_seed_7670.png	7670	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-45_seed_3622.png	3622	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-45_seed_3129.png	3129	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-46_seed_1076.png	1076	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-46_seed_9105.png	9105	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-47_seed_8573.png	8573	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-47_seed_280.png	280	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-48_seed_8501.png	8501	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-48_seed_1291.png	1291	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-49_seed_3089.png	3089	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-49_seed_1408.png	1408	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-50_seed_3516.png	3516	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-50_seed_3221.png	3221	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-51_seed_9698.png	9698	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-51_seed_7292.png	7292	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
